Forward Packets	Forward Bytes	Delta Forward Packets	Delta Forward Bytes	Forward Instantaneous Packets per Second	Forward Average Packets per second	Forward Instantaneous Bytes per Second	Forward Average Bytes per second	Reverse Packets	Reverse Bytes	Delta Reverse Packets	Delta Reverse Bytes	DeltaReverse Instantaneous Packets per Second	Reverse Average Packets per second	Reverse Instantaneous Bytes per Second	Reverse Average Bytes per second	Traffic Type
505	65975	0	0	0.0	101.0	0.0	13195.0	328	22301	0	0	0.0	65.6	0.0	4460.2	voice
334	22713	0	0	0.0	55.666666666666664	0.0	3785.5	719	101005	49	7742	49.0	119.83333333333333	7742.0	16834.166666666668	voice
719	101005	49	7742	49.0	119.83333333333333	7742.0	16834.166666666668	334	22713	0	0	0.0	66.8	0.0	4542.6	voice
505	65975	0	0	0.0	101.0	0.0	13195.0	328	22301	0	0	0.0	65.6	0.0	4460.2	voice
334	22713	0	0	0.0	55.666666666666664	0.0	3785.5	719	101005	49	7742	49.0	119.83333333333333	7742.0	16834.166666666668	voice
719	101005	49	7742	49.0	119.83333333333333	7742.0	16834.166666666668	334	22713	0	0	0.0	66.8	0.0	4542.6	voice
505	65975	0	0	0.0	84.16666666666667	0.0	10995.833333333334	328	22301	0	0	0.0	65.6	0.0	4460.2	voice
334	22713	0	0	0.0	55.666666666666664	0.0	3785.5	719	101005	49	7742	49.0	119.83333333333333	7742.0	16834.166666666668	voice
719	101005	49	7742	49.0	119.83333333333333	7742.0	16834.166666666668	334	22713	0	0	0.0	66.8	0.0	4542.6	voice
505	65975	0	0	0.0	84.16666666666667	0.0	10995.833333333334	328	22301	0	0	0.0	54.666666666666664	0.0	3716.8333333333335	voice
334	22713	0	0	0.0	55.666666666666664	0.0	3785.5	719	101005	49	7742	49.0	119.83333333333333	7742.0	16834.166666666668	voice
719	101005	49	7742	49.0	119.83333333333333	7742.0	16834.166666666668	334	22713	0	0	0.0	55.666666666666664	0.0	3785.5	voice
505	65975	0	0	0.0	84.16666666666667	0.0	10995.833333333334	328	22301	0	0	0.0	54.666666666666664	0.0	3716.8333333333335	voice
334	22713	0	0	0.0	55.666666666666664	0.0	3785.5	719	101005	49	7742	49.0	119.83333333333333	7742.0	16834.166666666668	voice
767	108589	48	7584	48.0	109.57142857142857	7584.0	15512.714285714286	334	22713	0	0	0.0	55.666666666666664	0.0	3785.5	voice
505	65975	0	0	0.0	84.16666666666667	0.0	10995.833333333334	328	22301	0	0	0.0	54.666666666666664	0.0	3716.8333333333335	voice
334	22713	0	0	0.0	55.666666666666664	0.0	3785.5	719	101005	49	7742	49.0	119.83333333333333	7742.0	16834.166666666668	voice
767	108589	48	7584	48.0	109.57142857142857	7584.0	15512.714285714286	334	22713	0	0	0.0	55.666666666666664	0.0	3785.5	voice
505	65975	0	0	0.0	72.14285714285714	0.0	9425.0	328	22301	0	0	0.0	54.666666666666664	0.0	3716.8333333333335	voice
334	22713	0	0	0.0	55.666666666666664	0.0	3785.5	719	101005	49	7742	49.0	119.83333333333333	7742.0	16834.166666666668	voice
767	108589	48	7584	48.0	109.57142857142857	7584.0	15512.714285714286	334	22713	0	0	0.0	55.666666666666664	0.0	3785.5	voice
505	65975	0	0	0.0	72.14285714285714	0.0	9425.0	328	22301	0	0	0.0	46.857142857142854	0.0	3185.8571428571427	voice
334	22713	0	0	0.0	55.666666666666664	0.0	3785.5	719	101005	49	7742	49.0	119.83333333333333	7742.0	16834.166666666668	voice
767	108589	48	7584	48.0	109.57142857142857	7584.0	15512.714285714286	334	22713	0	0	0.0	47.714285714285715	0.0	3244.714285714286	voice
505	65975	0	0	0.0	72.14285714285714	0.0	9425.0	328	22301	0	0	0.0	46.857142857142854	0.0	3185.8571428571427	voice
334	22713	0	0	0.0	47.714285714285715	0.0	3244.714285714286	719	101005	49	7742	49.0	119.83333333333333	7742.0	16834.166666666668	voice
767	108589	48	7584	48.0	109.57142857142857	7584.0	15512.714285714286	334	22713	0	0	0.0	47.714285714285715	0.0	3244.714285714286	voice
505	65975	0	0	0.0	72.14285714285714	0.0	9425.0	328	22301	0	0	0.0	46.857142857142854	0.0	3185.8571428571427	voice
334	22713	0	0	0.0	47.714285714285715	0.0	3244.714285714286	767	108589	48	7584	48.0	109.57142857142857	7584.0	15512.714285714286	voice
767	108589	48	7584	48.0	109.57142857142857	7584.0	15512.714285714286	334	22713	0	0	0.0	47.714285714285715	0.0	3244.714285714286	voice
505	65975	0	0	0.0	72.14285714285714	0.0	9425.0	328	22301	0	0	0.0	46.857142857142854	0.0	3185.8571428571427	voice
334	22713	0	0	0.0	41.75	0.0	2839.125	767	108589	48	7584	48.0	109.57142857142857	7584.0	15512.714285714286	voice
767	108589	48	7584	48.0	109.57142857142857	7584.0	15512.714285714286	334	22713	0	0	0.0	47.714285714285715	0.0	3244.714285714286	voice
505	65975	0	0	0.0	72.14285714285714	0.0	9425.0	328	22301	0	0	0.0	46.857142857142854	0.0	3185.8571428571427	voice
334	22713	0	0	0.0	41.75	0.0	2839.125	816	116331	49	7742	49.0	102.0	7742.0	14541.375	voice
767	108589	48	7584	48.0	109.57142857142857	7584.0	15512.714285714286	334	22713	0	0	0.0	47.714285714285715	0.0	3244.714285714286	voice
505	65975	0	0	0.0	72.14285714285714	0.0	9425.0	328	22301	0	0	0.0	46.857142857142854	0.0	3185.8571428571427	voice
334	22713	0	0	0.0	41.75	0.0	2839.125	816	116331	49	7742	49.0	102.0	7742.0	14541.375	voice
816	116331	49	7742	49.0	102.0	7742.0	14541.375	334	22713	0	0	0.0	47.714285714285715	0.0	3244.714285714286	voice
505	65975	0	0	0.0	72.14285714285714	0.0	9425.0	328	22301	0	0	0.0	46.857142857142854	0.0	3185.8571428571427	voice
334	22713	0	0	0.0	41.75	0.0	2839.125	816	116331	49	7742	49.0	102.0	7742.0	14541.375	voice
816	116331	49	7742	49.0	102.0	7742.0	14541.375	334	22713	0	0	0.0	47.714285714285715	0.0	3244.714285714286	voice
505	65975	0	0	0.0	63.125	0.0	8246.875	328	22301	0	0	0.0	46.857142857142854	0.0	3185.8571428571427	voice
334	22713	0	0	0.0	41.75	0.0	2839.125	816	116331	49	7742	49.0	102.0	7742.0	14541.375	voice
816	116331	49	7742	49.0	102.0	7742.0	14541.375	334	22713	0	0	0.0	47.714285714285715	0.0	3244.714285714286	voice
505	65975	0	0	0.0	63.125	0.0	8246.875	328	22301	0	0	0.0	41.0	0.0	2787.625	voice
334	22713	0	0	0.0	41.75	0.0	2839.125	816	116331	49	7742	49.0	102.0	7742.0	14541.375	voice
816	116331	49	7742	49.0	102.0	7742.0	14541.375	334	22713	0	0	0.0	41.75	0.0	2839.125	voice
505	65975	0	0	0.0	63.125	0.0	8246.875	328	22301	0	0	0.0	41.0	0.0	2787.625	voice
334	22713	0	0	0.0	41.75	0.0	2839.125	816	116331	49	7742	49.0	102.0	7742.0	14541.375	voice
864	123915	48	7584	48.0	96.0	7584.0	13768.333333333334	334	22713	0	0	0.0	41.75	0.0	2839.125	voice
505	65975	0	0	0.0	63.125	0.0	8246.875	328	22301	0	0	0.0	41.0	0.0	2787.625	voice
334	22713	0	0	0.0	41.75	0.0	2839.125	816	116331	49	7742	49.0	102.0	7742.0	14541.375	voice
864	123915	48	7584	48.0	96.0	7584.0	13768.333333333334	334	22713	0	0	0.0	41.75	0.0	2839.125	voice
