Forward Packets	Forward Bytes	Delta Forward Packets	Delta Forward Bytes	Forward Instantaneous Packets per Second	Forward Average Packets per second	Forward Instantaneous Bytes per Second	Forward Average Bytes per second	Reverse Packets	Reverse Bytes	Delta Reverse Packets	Delta Reverse Bytes	DeltaReverse Instantaneous Packets per Second	Reverse Average Packets per second	Reverse Instantaneous Bytes per Second	Reverse Average Bytes per second	Traffic Type
84	11687	0	0	0.0	0.5526315789473685	0.0	76.88815789473684	54	3666	0	0	0.0	0.35526315789473684	0.0	24.11842105263158	dns
84	11687	0	0	0.0	0.5526315789473685	0.0	76.88815789473684	54	3666	0	0	0.0	0.3576158940397351	0.0	24.278145695364238	dns
84	11032	0	0	0.0	0.5526315789473685	0.0	72.57894736842105	54	3666	0	0	0.0	0.3576158940397351	0.0	24.278145695364238	dns
84	11687	0	0	0.0	0.5526315789473685	0.0	76.88815789473684	54	3666	0	0	0.0	0.35526315789473684	0.0	24.11842105263158	dns
84	11687	0	0	0.0	0.5526315789473685	0.0	76.88815789473684	54	3666	0	0	0.0	0.3576158940397351	0.0	24.278145695364238	dns
84	11032	0	0	0.0	0.5526315789473685	0.0	72.57894736842105	54	3666	0	0	0.0	0.35526315789473684	0.0	24.11842105263158	dns
84	11687	0	0	0.0	0.5526315789473685	0.0	76.88815789473684	54	3666	0	0	0.0	0.35526315789473684	0.0	24.11842105263158	dns
84	11687	0	0	0.0	0.5526315789473685	0.0	76.88815789473684	54	3666	0	0	0.0	0.35526315789473684	0.0	24.11842105263158	dns
84	11032	0	0	0.0	0.5526315789473685	0.0	72.57894736842105	54	3666	0	0	0.0	0.35526315789473684	0.0	24.11842105263158	dns
84	11687	0	0	0.0	0.5526315789473685	0.0	76.88815789473684	54	3666	0	0	0.0	0.35294117647058826	0.0	23.96078431372549	dns
84	11687	0	0	0.0	0.5526315789473685	0.0	76.88815789473684	54	3666	0	0	0.0	0.35526315789473684	0.0	24.11842105263158	dns
84	11032	0	0	0.0	0.5526315789473685	0.0	72.57894736842105	54	3666	0	0	0.0	0.35526315789473684	0.0	24.11842105263158	dns
84	11687	0	0	0.0	0.5490196078431373	0.0	76.38562091503267	54	3666	0	0	0.0	0.35294117647058826	0.0	23.96078431372549	dns
84	11687	0	0	0.0	0.5526315789473685	0.0	76.88815789473684	54	3666	0	0	0.0	0.35526315789473684	0.0	24.11842105263158	dns
84	11032	0	0	0.0	0.5526315789473685	0.0	72.57894736842105	54	3666	0	0	0.0	0.35526315789473684	0.0	24.11842105263158	dns
84	11687	0	0	0.0	0.5490196078431373	0.0	76.38562091503267	54	3666	0	0	0.0	0.35294117647058826	0.0	23.96078431372549	dns
84	11687	0	0	0.0	0.5490196078431373	0.0	76.38562091503267	54	3666	0	0	0.0	0.35526315789473684	0.0	24.11842105263158	dns
84	11032	0	0	0.0	0.5526315789473685	0.0	72.57894736842105	54	3666	0	0	0.0	0.35526315789473684	0.0	24.11842105263158	dns
84	11687	0	0	0.0	0.5490196078431373	0.0	76.38562091503267	54	3666	0	0	0.0	0.35294117647058826	0.0	23.96078431372549	dns
84	11687	0	0	0.0	0.5490196078431373	0.0	76.38562091503267	54	3666	0	0	0.0	0.35526315789473684	0.0	24.11842105263158	dns
84	11032	0	0	0.0	0.5490196078431373	0.0	72.10457516339869	54	3666	0	0	0.0	0.35526315789473684	0.0	24.11842105263158	dns
84	11687	0	0	0.0	0.5490196078431373	0.0	76.38562091503267	54	3666	0	0	0.0	0.35294117647058826	0.0	23.96078431372549	dns
84	11687	0	0	0.0	0.5490196078431373	0.0	76.38562091503267	54	3666	0	0	0.0	0.35526315789473684	0.0	24.11842105263158	dns
84	11032	0	0	0.0	0.5490196078431373	0.0	72.10457516339869	54	3666	0	0	0.0	0.35294117647058826	0.0	23.96078431372549	dns
84	11687	0	0	0.0	0.5490196078431373	0.0	76.38562091503267	54	3666	0	0	0.0	0.35294117647058826	0.0	23.96078431372549	dns
84	11687	0	0	0.0	0.5490196078431373	0.0	76.38562091503267	54	3666	0	0	0.0	0.35294117647058826	0.0	23.96078431372549	dns
84	11032	0	0	0.0	0.5490196078431373	0.0	72.10457516339869	54	3666	0	0	0.0	0.35294117647058826	0.0	23.96078431372549	dns
84	11687	0	0	0.0	0.5490196078431373	0.0	76.38562091503267	54	3666	0	0	0.0	0.35294117647058826	0.0	23.96078431372549	dns
84	11687	0	0	0.0	0.5454545454545454	0.0	75.8896103896104	54	3666	0	0	0.0	0.35294117647058826	0.0	23.96078431372549	dns
84	11032	0	0	0.0	0.5490196078431373	0.0	72.10457516339869	54	3666	0	0	0.0	0.35294117647058826	0.0	23.96078431372549	dns
84	11687	0	0	0.0	0.5490196078431373	0.0	76.38562091503267	54	3666	0	0	0.0	0.35294117647058826	0.0	23.96078431372549	dns
84	11687	0	0	0.0	0.5454545454545454	0.0	75.8896103896104	54	3666	0	0	0.0	0.35294117647058826	0.0	23.96078431372549	dns
84	11032	0	0	0.0	0.5454545454545454	0.0	71.63636363636364	54	3666	0	0	0.0	0.35294117647058826	0.0	23.96078431372549	dns
84	11687	0	0	0.0	0.5490196078431373	0.0	76.38562091503267	54	3666	0	0	0.0	0.35294117647058826	0.0	23.96078431372549	dns
84	11687	0	0	0.0	0.5454545454545454	0.0	75.8896103896104	54	3666	0	0	0.0	0.35294117647058826	0.0	23.96078431372549	dns
84	11032	0	0	0.0	0.5454545454545454	0.0	71.63636363636364	54	3666	0	0	0.0	0.35064935064935066	0.0	23.805194805194805	dns
84	11687	0	0	0.0	0.5490196078431373	0.0	76.38562091503267	54	3666	0	0	0.0	0.35294117647058826	0.0	23.96078431372549	dns
84	11687	0	0	0.0	0.5454545454545454	0.0	75.8896103896104	54	3666	0	0	0.0	0.35064935064935066	0.0	23.805194805194805	dns
84	11032	0	0	0.0	0.5454545454545454	0.0	71.63636363636364	54	3666	0	0	0.0	0.35064935064935066	0.0	23.805194805194805	dns
84	11687	0	0	0.0	0.5490196078431373	0.0	76.38562091503267	54	3666	0	0	0.0	0.35064935064935066	0.0	23.805194805194805	dns
84	11687	0	0	0.0	0.5454545454545454	0.0	75.8896103896104	54	3666	0	0	0.0	0.35064935064935066	0.0	23.805194805194805	dns
84	11032	0	0	0.0	0.5454545454545454	0.0	71.63636363636364	54	3666	0	0	0.0	0.35064935064935066	0.0	23.805194805194805	dns
84	11687	0	0	0.0	0.5454545454545454	0.0	75.8896103896104	54	3666	0	0	0.0	0.35064935064935066	0.0	23.805194805194805	dns
84	11687	0	0	0.0	0.5454545454545454	0.0	75.8896103896104	54	3666	0	0	0.0	0.35064935064935066	0.0	23.805194805194805	dns
84	11032	0	0	0.0	0.5454545454545454	0.0	71.63636363636364	54	3666	0	0	0.0	0.35064935064935066	0.0	23.805194805194805	dns
84	11687	0	0	0.0	0.5454545454545454	0.0	75.8896103896104	54	3666	0	0	0.0	0.34838709677419355	0.0	23.651612903225807	dns
84	11687	0	0	0.0	0.5454545454545454	0.0	75.8896103896104	54	3666	0	0	0.0	0.35064935064935066	0.0	23.805194805194805	dns
84	11032	0	0	0.0	0.5454545454545454	0.0	71.63636363636364	54	3666	0	0	0.0	0.35064935064935066	0.0	23.805194805194805	dns
84	11687	0	0	0.0	0.5419354838709678	0.0	75.4	54	3666	0	0	0.0	0.34838709677419355	0.0	23.651612903225807	dns
84	11687	0	0	0.0	0.5454545454545454	0.0	75.8896103896104	54	3666	0	0	0.0	0.35064935064935066	0.0	23.805194805194805	dns
84	11032	0	0	0.0	0.5454545454545454	0.0	71.63636363636364	54	3666	0	0	0.0	0.35064935064935066	0.0	23.805194805194805	dns
84	11687	0	0	0.0	0.5419354838709678	0.0	75.4	54	3666	0	0	0.0	0.34838709677419355	0.0	23.651612903225807	dns
84	11687	0	0	0.0	0.5419354838709678	0.0	75.4	54	3666	0	0	0.0	0.35064935064935066	0.0	23.805194805194805	dns
84	11032	0	0	0.0	0.5454545454545454	0.0	71.63636363636364	54	3666	0	0	0.0	0.35064935064935066	0.0	23.805194805194805	dns
84	11687	0	0	0.0	0.5419354838709678	0.0	75.4	54	3666	0	0	0.0	0.34838709677419355	0.0	23.651612903225807	dns
84	11687	0	0	0.0	0.5419354838709678	0.0	75.4	54	3666	0	0	0.0	0.35064935064935066	0.0	23.805194805194805	dns
84	11032	0	0	0.0	0.5419354838709678	0.0	71.1741935483871	54	3666	0	0	0.0	0.35064935064935066	0.0	23.805194805194805	dns
84	11687	0	0	0.0	0.5419354838709678	0.0	75.4	54	3666	0	0	0.0	0.34838709677419355	0.0	23.651612903225807	dns
84	11687	0	0	0.0	0.5419354838709678	0.0	75.4	54	3666	0	0	0.0	0.35064935064935066	0.0	23.805194805194805	dns
84	11032	0	0	0.0	0.5419354838709678	0.0	71.1741935483871	54	3666	0	0	0.0	0.34838709677419355	0.0	23.651612903225807	dns
84	11687	0	0	0.0	0.5419354838709678	0.0	75.4	54	3666	0	0	0.0	0.34838709677419355	0.0	23.651612903225807	dns
84	11687	0	0	0.0	0.5419354838709678	0.0	75.4	54	3666	0	0	0.0	0.34838709677419355	0.0	23.651612903225807	dns
84	11032	0	0	0.0	0.5419354838709678	0.0	71.1741935483871	54	3666	0	0	0.0	0.34838709677419355	0.0	23.651612903225807	dns
84	11687	0	0	0.0	0.5419354838709678	0.0	75.4	54	3666	0	0	0.0	0.34838709677419355	0.0	23.651612903225807	dns
84	11687	0	0	0.0	0.5384615384615384	0.0	74.91666666666667	54	3666	0	0	0.0	0.34838709677419355	0.0	23.651612903225807	dns
84	11032	0	0	0.0	0.5419354838709678	0.0	71.1741935483871	54	3666	0	0	0.0	0.34838709677419355	0.0	23.651612903225807	dns
84	11687	0	0	0.0	0.5419354838709678	0.0	75.4	54	3666	0	0	0.0	0.34838709677419355	0.0	23.651612903225807	dns
84	11687	0	0	0.0	0.5384615384615384	0.0	74.91666666666667	54	3666	0	0	0.0	0.34838709677419355	0.0	23.651612903225807	dns
84	11032	0	0	0.0	0.5384615384615384	0.0	70.71794871794872	54	3666	0	0	0.0	0.34838709677419355	0.0	23.651612903225807	dns
84	11687	0	0	0.0	0.5419354838709678	0.0	75.4	54	3666	0	0	0.0	0.34838709677419355	0.0	23.651612903225807	dns
84	11687	0	0	0.0	0.5384615384615384	0.0	74.91666666666667	54	3666	0	0	0.0	0.34838709677419355	0.0	23.651612903225807	dns
84	11032	0	0	0.0	0.5384615384615384	0.0	70.71794871794872	54	3666	0	0	0.0	0.34615384615384615	0.0	23.5	dns
84	11687	0	0	0.0	0.5419354838709678	0.0	75.4	54	3666	0	0	0.0	0.34838709677419355	0.0	23.651612903225807	dns
84	11687	0	0	0.0	0.5384615384615384	0.0	74.91666666666667	54	3666	0	0	0.0	0.34615384615384615	0.0	23.5	dns
84	11032	0	0	0.0	0.5384615384615384	0.0	70.71794871794872	54	3666	0	0	0.0	0.34615384615384615	0.0	23.5	dns
84	11687	0	0	0.0	0.5419354838709678	0.0	75.4	54	3666	0	0	0.0	0.34615384615384615	0.0	23.5	dns
84	11687	0	0	0.0	0.5384615384615384	0.0	74.91666666666667	54	3666	0	0	0.0	0.34615384615384615	0.0	23.5	dns
84	11032	0	0	0.0	0.5384615384615384	0.0	70.71794871794872	54	3666	0	0	0.0	0.34615384615384615	0.0	23.5	dns
84	11687	0	0	0.0	0.5384615384615384	0.0	74.91666666666667	54	3666	0	0	0.0	0.34615384615384615	0.0	23.5	dns
84	11687	0	0	0.0	0.5384615384615384	0.0	74.91666666666667	54	3666	0	0	0.0	0.34615384615384615	0.0	23.5	dns
84	11032	0	0	0.0	0.5384615384615384	0.0	70.71794871794872	54	3666	0	0	0.0	0.34615384615384615	0.0	23.5	dns
84	11687	0	0	0.0	0.5384615384615384	0.0	74.91666666666667	54	3666	0	0	0.0	0.34615384615384615	0.0	23.5	dns
84	11687	0	0	0.0	0.535031847133758	0.0	74.43949044585987	54	3666	0	0	0.0	0.34615384615384615	0.0	23.5	dns
84	11032	0	0	0.0	0.5384615384615384	0.0	70.71794871794872	54	3666	0	0	0.0	0.34615384615384615	0.0	23.5	dns
84	11687	0	0	0.0	0.5384615384615384	0.0	74.91666666666667	54	3666	0	0	0.0	0.34615384615384615	0.0	23.5	dns
84	11687	0	0	0.0	0.535031847133758	0.0	74.43949044585987	54	3666	0	0	0.0	0.34615384615384615	0.0	23.5	dns
84	11032	0	0	0.0	0.535031847133758	0.0	70.26751592356688	54	3666	0	0	0.0	0.34615384615384615	0.0	23.5	dns
84	11687	0	0	0.0	0.5384615384615384	0.0	74.91666666666667	54	3666	0	0	0.0	0.34615384615384615	0.0	23.5	dns
84	11687	0	0	0.0	0.535031847133758	0.0	74.43949044585987	54	3666	0	0	0.0	0.34615384615384615	0.0	23.5	dns
84	11032	0	0	0.0	0.535031847133758	0.0	70.26751592356688	54	3666	0	0	0.0	0.34394904458598724	0.0	23.35031847133758	dns
84	11687	0	0	0.0	0.5384615384615384	0.0	74.91666666666667	54	3666	0	0	0.0	0.34615384615384615	0.0	23.5	dns
84	11687	0	0	0.0	0.535031847133758	0.0	74.43949044585987	54	3666	0	0	0.0	0.34394904458598724	0.0	23.35031847133758	dns
84	11032	0	0	0.0	0.535031847133758	0.0	70.26751592356688	54	3666	0	0	0.0	0.34394904458598724	0.0	23.35031847133758	dns
84	11687	0	0	0.0	0.5384615384615384	0.0	74.91666666666667	54	3666	0	0	0.0	0.34394904458598724	0.0	23.35031847133758	dns
84	11687	0	0	0.0	0.535031847133758	0.0	74.43949044585987	54	3666	0	0	0.0	0.34394904458598724	0.0	23.35031847133758	dns
84	11032	0	0	0.0	0.535031847133758	0.0	70.26751592356688	54	3666	0	0	0.0	0.34394904458598724	0.0	23.35031847133758	dns
84	11687	0	0	0.0	0.535031847133758	0.0	74.43949044585987	54	3666	0	0	0.0	0.34394904458598724	0.0	23.35031847133758	dns
84	11687	0	0	0.0	0.535031847133758	0.0	74.43949044585987	54	3666	0	0	0.0	0.34394904458598724	0.0	23.35031847133758	dns
84	11032	0	0	0.0	0.535031847133758	0.0	70.26751592356688	54	3666	0	0	0.0	0.34394904458598724	0.0	23.35031847133758	dns
84	11687	0	0	0.0	0.535031847133758	0.0	74.43949044585987	54	3666	0	0	0.0	0.34394904458598724	0.0	23.35031847133758	dns
84	11687	0	0	0.0	0.5316455696202531	0.0	73.96835443037975	54	3666	0	0	0.0	0.34394904458598724	0.0	23.35031847133758	dns
84	11032	0	0	0.0	0.535031847133758	0.0	70.26751592356688	54	3666	0	0	0.0	0.34394904458598724	0.0	23.35031847133758	dns
84	11687	0	0	0.0	0.535031847133758	0.0	74.43949044585987	54	3666	0	0	0.0	0.34394904458598724	0.0	23.35031847133758	dns
84	11687	0	0	0.0	0.5316455696202531	0.0	73.96835443037975	54	3666	0	0	0.0	0.34394904458598724	0.0	23.35031847133758	dns
85	11106	1	74	1.0	0.5379746835443038	74.0	70.29113924050633	54	3666	0	0	0.0	0.34394904458598724	0.0	23.35031847133758	dns
84	11687	0	0	0.0	0.535031847133758	0.0	74.43949044585987	54	3666	0	0	0.0	0.34394904458598724	0.0	23.35031847133758	dns
84	11687	0	0	0.0	0.5316455696202531	0.0	73.96835443037975	54	3666	0	0	0.0	0.34394904458598724	0.0	23.35031847133758	dns
85	11106	1	74	1.0	0.5379746835443038	74.0	70.29113924050633	55	3740	1	74	1.0	0.34810126582278483	74.0	23.670886075949365	dns
84	11687	0	0	0.0	0.535031847133758	0.0	74.43949044585987	54	3666	0	0	0.0	0.34394904458598724	0.0	23.35031847133758	dns
84	11687	0	0	0.0	0.5316455696202531	0.0	73.96835443037975	54	3666	0	0	0.0	0.34177215189873417	0.0	23.20253164556962	dns
85	11106	1	74	1.0	0.5379746835443038	74.0	70.29113924050633	55	3740	1	74	1.0	0.34810126582278483	74.0	23.670886075949365	dns
84	11687	0	0	0.0	0.535031847133758	0.0	74.43949044585987	54	3666	0	0	0.0	0.34177215189873417	0.0	23.20253164556962	dns
84	11687	0	0	0.0	0.5316455696202531	0.0	73.96835443037975	54	3666	0	0	0.0	0.34177215189873417	0.0	23.20253164556962	dns
85	11106	1	74	1.0	0.5379746835443038	74.0	70.29113924050633	55	3740	1	74	1.0	0.34810126582278483	74.0	23.670886075949365	dns
84	11687	0	0	0.0	0.5316455696202531	0.0	73.96835443037975	54	3666	0	0	0.0	0.34177215189873417	0.0	23.20253164556962	dns
84	11687	0	0	0.0	0.5316455696202531	0.0	73.96835443037975	54	3666	0	0	0.0	0.34177215189873417	0.0	23.20253164556962	dns
85	11106	1	74	1.0	0.5379746835443038	74.0	70.29113924050633	55	3740	1	74	1.0	0.34810126582278483	74.0	23.670886075949365	dns
84	11687	0	0	0.0	0.5316455696202531	0.0	73.96835443037975	59	4012	5	346	5.0	0.3710691823899371	346.0	25.232704402515722	dns
84	11687	0	0	0.0	0.5316455696202531	0.0	73.96835443037975	54	3666	0	0	0.0	0.34177215189873417	0.0	23.20253164556962	dns
85	11106	1	74	1.0	0.5379746835443038	74.0	70.29113924050633	55	3740	1	74	1.0	0.34810126582278483	74.0	23.670886075949365	dns
91	12271	7	584	7.0	0.5723270440251572	584.0	77.17610062893081	59	4012	5	346	5.0	0.3710691823899371	346.0	25.232704402515722	dns
84	11687	0	0	0.0	0.5316455696202531	0.0	73.96835443037975	54	3666	0	0	0.0	0.34177215189873417	0.0	23.20253164556962	dns
85	11106	1	74	1.0	0.5379746835443038	74.0	70.29113924050633	55	3740	1	74	1.0	0.34810126582278483	74.0	23.670886075949365	dns
91	12271	7	584	7.0	0.5723270440251572	584.0	77.17610062893081	59	4012	5	346	5.0	0.3710691823899371	346.0	25.232704402515722	dns
91	12271	7	584	7.0	0.5723270440251572	584.0	77.17610062893081	54	3666	0	0	0.0	0.34177215189873417	0.0	23.20253164556962	dns
85	11106	1	74	1.0	0.5379746835443038	74.0	70.29113924050633	55	3740	1	74	1.0	0.34810126582278483	74.0	23.670886075949365	dns
91	12271	7	584	7.0	0.5723270440251572	584.0	77.17610062893081	59	4012	5	346	5.0	0.3710691823899371	346.0	25.232704402515722	dns
91	12271	7	584	7.0	0.5723270440251572	584.0	77.17610062893081	54	3666	0	0	0.0	0.34177215189873417	0.0	23.20253164556962	dns
91	11642	6	536	6.0	0.5723270440251572	536.0	73.22012578616352	55	3740	1	74	1.0	0.34810126582278483	74.0	23.670886075949365	dns
91	12271	7	584	7.0	0.5723270440251572	584.0	77.17610062893081	59	4012	5	346	5.0	0.3710691823899371	346.0	25.232704402515722	dns
91	12271	7	584	7.0	0.5723270440251572	584.0	77.17610062893081	54	3666	0	0	0.0	0.34177215189873417	0.0	23.20253164556962	dns
91	11642	6	536	6.0	0.5723270440251572	536.0	73.22012578616352	59	4012	4	272	4.0	0.3710691823899371	272.0	25.232704402515722	dns
91	12271	7	584	7.0	0.5723270440251572	584.0	77.17610062893081	59	4012	5	346	5.0	0.3710691823899371	346.0	25.232704402515722	dns
91	12271	7	584	7.0	0.5723270440251572	584.0	77.17610062893081	59	4012	5	346	5.0	0.3710691823899371	346.0	25.232704402515722	dns
91	11642	6	536	6.0	0.5723270440251572	536.0	73.22012578616352	59	4012	4	272	4.0	0.3710691823899371	272.0	25.232704402515722	dns
91	12271	7	584	7.0	0.5723270440251572	584.0	77.17610062893081	59	4012	5	346	5.0	0.3710691823899371	346.0	25.232704402515722	dns
91	12271	0	0	0.0	0.56875	0.0	76.69375	59	4012	5	346	5.0	0.3710691823899371	346.0	25.232704402515722	dns
91	11642	6	536	6.0	0.5723270440251572	536.0	73.22012578616352	59	4012	4	272	4.0	0.3710691823899371	272.0	25.232704402515722	dns
91	12271	7	584	7.0	0.5723270440251572	584.0	77.17610062893081	59	4012	5	346	5.0	0.3710691823899371	346.0	25.232704402515722	dns
91	12271	0	0	0.0	0.56875	0.0	76.69375	59	4012	5	346	5.0	0.3710691823899371	346.0	25.232704402515722	dns
92	11874	1	232	1.0	0.575	232.0	74.2125	59	4012	4	272	4.0	0.3710691823899371	272.0	25.232704402515722	dns
91	12271	7	584	7.0	0.5723270440251572	584.0	77.17610062893081	59	4012	5	346	5.0	0.3710691823899371	346.0	25.232704402515722	dns
91	12271	0	0	0.0	0.56875	0.0	76.69375	59	4012	5	346	5.0	0.3710691823899371	346.0	25.232704402515722	dns
92	11874	1	232	1.0	0.575	232.0	74.2125	59	4012	0	0	0.0	0.36875	0.0	25.075	dns
91	12271	7	584	7.0	0.5723270440251572	584.0	77.17610062893081	59	4012	5	346	5.0	0.3710691823899371	346.0	25.232704402515722	dns
91	12271	0	0	0.0	0.56875	0.0	76.69375	59	4012	0	0	0.0	0.36875	0.0	25.075	dns
92	11874	1	232	1.0	0.575	232.0	74.2125	59	4012	0	0	0.0	0.36875	0.0	25.075	dns
91	12271	7	584	7.0	0.5723270440251572	584.0	77.17610062893081	59	4012	0	0	0.0	0.36875	0.0	25.075	dns
91	12271	0	0	0.0	0.56875	0.0	76.69375	59	4012	0	0	0.0	0.36875	0.0	25.075	dns
92	11874	1	232	1.0	0.575	232.0	74.2125	59	4012	0	0	0.0	0.36875	0.0	25.075	dns
91	12271	0	0	0.0	0.56875	0.0	76.69375	59	4012	0	0	0.0	0.36875	0.0	25.075	dns
91	12271	0	0	0.0	0.56875	0.0	76.69375	59	4012	0	0	0.0	0.36875	0.0	25.075	dns
92	11874	1	232	1.0	0.575	232.0	74.2125	59	4012	0	0	0.0	0.36875	0.0	25.075	dns
91	12271	0	0	0.0	0.56875	0.0	76.69375	59	4012	0	0	0.0	0.36875	0.0	25.075	dns
92	12507	1	236	1.0	0.5714285714285714	236.0	77.6832298136646	59	4012	0	0	0.0	0.36875	0.0	25.075	dns
92	11874	1	232	1.0	0.575	232.0	74.2125	59	4012	0	0	0.0	0.36875	0.0	25.075	dns
91	12271	0	0	0.0	0.56875	0.0	76.69375	59	4012	0	0	0.0	0.36875	0.0	25.075	dns
92	12507	1	236	1.0	0.5714285714285714	236.0	77.6832298136646	59	4012	0	0	0.0	0.36875	0.0	25.075	dns
92	11874	0	0	0.0	0.5714285714285714	0.0	73.75155279503106	59	4012	0	0	0.0	0.36875	0.0	25.075	dns
91	12271	0	0	0.0	0.56875	0.0	76.69375	59	4012	0	0	0.0	0.36875	0.0	25.075	dns
92	12507	1	236	1.0	0.5714285714285714	236.0	77.6832298136646	59	4012	0	0	0.0	0.36875	0.0	25.075	dns
92	11874	0	0	0.0	0.5714285714285714	0.0	73.75155279503106	59	4012	0	0	0.0	0.36645962732919257	0.0	24.919254658385093	dns
91	12271	0	0	0.0	0.56875	0.0	76.69375	59	4012	0	0	0.0	0.36875	0.0	25.075	dns
92	12507	1	236	1.0	0.5714285714285714	236.0	77.6832298136646	59	4012	0	0	0.0	0.36645962732919257	0.0	24.919254658385093	dns
92	11874	0	0	0.0	0.5714285714285714	0.0	73.75155279503106	59	4012	0	0	0.0	0.36645962732919257	0.0	24.919254658385093	dns
91	12271	0	0	0.0	0.56875	0.0	76.69375	59	4012	0	0	0.0	0.36645962732919257	0.0	24.919254658385093	dns
92	12507	1	236	1.0	0.5714285714285714	236.0	77.6832298136646	59	4012	0	0	0.0	0.36645962732919257	0.0	24.919254658385093	dns
92	11874	0	0	0.0	0.5714285714285714	0.0	73.75155279503106	59	4012	0	0	0.0	0.36645962732919257	0.0	24.919254658385093	dns
92	12507	1	236	1.0	0.5714285714285714	236.0	77.6832298136646	59	4012	0	0	0.0	0.36645962732919257	0.0	24.919254658385093	dns
92	12507	1	236	1.0	0.5714285714285714	236.0	77.6832298136646	59	4012	0	0	0.0	0.36645962732919257	0.0	24.919254658385093	dns
92	11874	0	0	0.0	0.5714285714285714	0.0	73.75155279503106	59	4012	0	0	0.0	0.36645962732919257	0.0	24.919254658385093	dns
92	12507	1	236	1.0	0.5714285714285714	236.0	77.6832298136646	59	4012	0	0	0.0	0.36645962732919257	0.0	24.919254658385093	dns
92	12507	0	0	0.0	0.5679012345679012	0.0	77.20370370370371	59	4012	0	0	0.0	0.36645962732919257	0.0	24.919254658385093	dns
92	11874	0	0	0.0	0.5714285714285714	0.0	73.75155279503106	59	4012	0	0	0.0	0.36645962732919257	0.0	24.919254658385093	dns
92	12507	1	236	1.0	0.5714285714285714	236.0	77.6832298136646	59	4012	0	0	0.0	0.36645962732919257	0.0	24.919254658385093	dns
92	12507	0	0	0.0	0.5679012345679012	0.0	77.20370370370371	59	4012	0	0	0.0	0.36645962732919257	0.0	24.919254658385093	dns
93	12119	1	245	1.0	0.5740740740740741	245.0	74.80864197530865	59	4012	0	0	0.0	0.36645962732919257	0.0	24.919254658385093	dns
92	12507	1	236	1.0	0.5714285714285714	236.0	77.6832298136646	59	4012	0	0	0.0	0.36645962732919257	0.0	24.919254658385093	dns
92	12507	0	0	0.0	0.5679012345679012	0.0	77.20370370370371	59	4012	0	0	0.0	0.36645962732919257	0.0	24.919254658385093	dns
93	12119	1	245	1.0	0.5740740740740741	245.0	74.80864197530865	59	4012	0	0	0.0	0.36419753086419754	0.0	24.765432098765434	dns
92	12507	1	236	1.0	0.5714285714285714	236.0	77.6832298136646	59	4012	0	0	0.0	0.36645962732919257	0.0	24.919254658385093	dns
92	12507	0	0	0.0	0.5679012345679012	0.0	77.20370370370371	59	4012	0	0	0.0	0.36419753086419754	0.0	24.765432098765434	dns
93	12119	1	245	1.0	0.5740740740740741	245.0	74.80864197530865	59	4012	0	0	0.0	0.36419753086419754	0.0	24.765432098765434	dns
92	12507	1	236	1.0	0.5714285714285714	236.0	77.6832298136646	59	4012	0	0	0.0	0.36419753086419754	0.0	24.765432098765434	dns
92	12507	0	0	0.0	0.5679012345679012	0.0	77.20370370370371	59	4012	0	0	0.0	0.36419753086419754	0.0	24.765432098765434	dns
93	12119	1	245	1.0	0.5740740740740741	245.0	74.80864197530865	59	4012	0	0	0.0	0.36419753086419754	0.0	24.765432098765434	dns
92	12507	0	0	0.0	0.5679012345679012	0.0	77.20370370370371	59	4012	0	0	0.0	0.36419753086419754	0.0	24.765432098765434	dns
92	12507	0	0	0.0	0.5679012345679012	0.0	77.20370370370371	59	4012	0	0	0.0	0.36419753086419754	0.0	24.765432098765434	dns
93	12119	1	245	1.0	0.5740740740740741	245.0	74.80864197530865	59	4012	0	0	0.0	0.36419753086419754	0.0	24.765432098765434	dns
92	12507	0	0	0.0	0.5679012345679012	0.0	77.20370370370371	59	4012	0	0	0.0	0.3619631901840491	0.0	24.613496932515336	dns
92	12507	0	0	0.0	0.5679012345679012	0.0	77.20370370370371	59	4012	0	0	0.0	0.36419753086419754	0.0	24.765432098765434	dns
93	12119	1	245	1.0	0.5740740740740741	245.0	74.80864197530865	59	4012	0	0	0.0	0.36419753086419754	0.0	24.765432098765434	dns
93	12721	1	214	1.0	0.5705521472392638	214.0	78.04294478527608	59	4012	0	0	0.0	0.3619631901840491	0.0	24.613496932515336	dns
92	12507	0	0	0.0	0.5679012345679012	0.0	77.20370370370371	59	4012	0	0	0.0	0.36419753086419754	0.0	24.765432098765434	dns
93	12119	1	245	1.0	0.5740740740740741	245.0	74.80864197530865	59	4012	0	0	0.0	0.36419753086419754	0.0	24.765432098765434	dns
93	12721	1	214	1.0	0.5705521472392638	214.0	78.04294478527608	59	4012	0	0	0.0	0.3619631901840491	0.0	24.613496932515336	dns
93	12721	1	214	1.0	0.5705521472392638	214.0	78.04294478527608	59	4012	0	0	0.0	0.36419753086419754	0.0	24.765432098765434	dns
93	12119	1	245	1.0	0.5740740740740741	245.0	74.80864197530865	59	4012	0	0	0.0	0.36419753086419754	0.0	24.765432098765434	dns
93	12721	1	214	1.0	0.5705521472392638	214.0	78.04294478527608	59	4012	0	0	0.0	0.3619631901840491	0.0	24.613496932515336	dns
93	12721	1	214	1.0	0.5705521472392638	214.0	78.04294478527608	59	4012	0	0	0.0	0.36419753086419754	0.0	24.765432098765434	dns
